id,name,normalized_name,gender,gender_is_inferred
1842,Tom Kite,tom kite,unknown,True
1843,Saleslady,saleslady,unknown,True
1844,Mr. Dewey,mr dewey,unknown,True
1845,Bank Employee,bank employee,unknown,True
1846,Teller #2,teller 2,unknown,True
1847,Cayman Islands Bank Guy,cayman islands bank guy,unknown,True
1848,Chief Agent,chief agent,unknown,True
1849,2ND IRS AGENT,2nd irs agent,unknown,True
1850,Phone Bid Taker,phone bid taker,unknown,True
1851,Man's Voice,mans voice,unknown,True
1852,Bob Newhart,bob newhart,unknown,True
1853,GLOBAL POSITIONING SYSTEM,global positioning system,unknown,True
1854,Pioneers,pioneers,unknown,True
1855,Troy-jebediah,troy-jebediah,unknown,True
1856,Fatherly Pioneer,fatherly pioneer,unknown,True
1857,Mechanical Voice,mechanical voice,unknown,True
1858,Committee Members,committee members,unknown,True
1859,Sprüngfeld,sprüngfeld,unknown,True
1860,Betsy Ross,betsy ross,unknown,True
1861,Corporate Type,corporate type,unknown,True
1862,Skull,skull,unknown,True
1863,Sharpshooter,sharpshooter,unknown,True
1864,Employees,employees,unknown,True
1865,Mrs. Burns,mrs burns,unknown,True
1866,Middle-aged Man,middle-aged man,unknown,True
1867,Brinkley,brinkley,unknown,True
1868,Suzanne Somers,suzanne somers,unknown,True
1869,Courtroom Spectators,courtroom spectators,unknown,True
1870,Amendment,amendment,unknown,True
1871,Congressman,congressman,unknown,True
1872,Mob Of Amendments,mob of amendments,unknown,True
1873,Crazy Amendment,crazy amendment,unknown,True
1874,Lester,lester,unknown,True
1875,'Miss Piggy',miss piggy,unknown,True
1876,'Sir Kermit',sir kermit,unknown,True
1877,Paparazzo,paparazzo,unknown,True
1878,PHONE VOICE,phone voice,unknown,True
1879,Diners,diners,unknown,True
1880,Obnoxious Diner,obnoxious diner,unknown,True
1881,TROY/ONSCREEN TROY,troyonscreen troy,unknown,True
1882,Male Co-host,male co-host,unknown,True
1883,Female Co-host,female co-host,unknown,True
1884,Ape,ape,unknown,True
1885,Ape #2,ape 2,unknown,True
1886,Chorus Of Ape Elders,chorus of ape elders,unknown,True
1887,Ape Nurse,ape nurse,unknown,True
1888,Dr. Zaius,dr zaius,unknown,True
1889,Jub-Jub,jub-jub,unknown,True
1890,Ticketing Agent,ticketing agent,unknown,True
1891,Crackerman,crackerman,unknown,True
1892,Other Traders,other traders,unknown,True
1893,Angry Dad,angry dad,unknown,True
1894,Deranged-looking Hitchhiker,deranged-looking hitchhiker,unknown,True
1895,Andy Williams,andy williams,unknown,True
1896,Commanding-voiced Man,commanding-voiced man,unknown,True
1897,Proprietor,proprietor,unknown,True
1898,Al Gore Doll,al gore doll,unknown,True
1899,Pawn Shop Clerk,pawn shop clerk,unknown,True
1900,Chinese Doctor,chinese doctor,unknown,True
1901,Oak Ridge Engineer,oak ridge engineer,unknown,True
1902,Review Board Members,review board members,unknown,True
1903,Review Board Chairman,review board chairman,unknown,True
1904,Brandine Del Roy,brandine del roy,female,False
1905,HURLBUT,hurlbut,male,False
1906,Disco Stu,disco stu,male,False
1907,Chester Lampwick,chester lampwick,male,False
1908,Macarthur Parker,macarthur parker,male,False
1909,Detective,detective,male,False
1910,Evelyn,evelyn,female,False
1911,Señora Bumblebee Man,señora bumblebee man,unknown,True
1912,Twangy Singers,twangy singers,unknown,True
1913,Very Tall Man,very tall man,unknown,True
1914,Grampa Van Houten,grampa van houten,unknown,True
1915,Judge Grandfather,judge grandfather,unknown,True
1916,VIDAL,vidal,unknown,True
1917,Voice On Intercom,voice on intercom,unknown,True
1918,Phony Homer,phony homer,unknown,True
1919,Phony Marge,phony marge,unknown,True
1920,Iggy Wiggum,iggy wiggum,unknown,True
1921,Sheldon Skinner,sheldon skinner,unknown,True
1922,Arnie Gumble,arnie gumble,unknown,True
1923,Ox,ox,unknown,True
1924,Platoon,platoon,unknown,True
1925,Etch,etch,unknown,True
1926,ROD/TODD,rodtodd,unknown,True
1927,State Dept. Man #1,state dept man 1,unknown,True
1928,State Dept. Man #2,state dept man 2,unknown,True
1929,Von Wörtzenburger,von wörtzenburger,unknown,True
1930,VON WÖRTZENURGER,von wörtzenurger,unknown,True
1931,GREAT GRAMPA,great grampa,unknown,True
1932,Great Grampa Simpson,great grampa simpson,unknown,True
1933,GREAT GRAMMA SIMPSON,great gramma simpson,unknown,True
1934,Apu's Father,apus father,unknown,True
1935,Apu's Mother,apus mother,unknown,True
1936,Young Apu,young apu,unknown,True
1937,Young Frink,young frink,unknown,True
1938,Tom Cruise,tom cruise,unknown,True
1939,Nicole Kidman,nicole kidman,unknown,True
1940,I.N.S. AGENT,ins agent,unknown,True
1941,Radio,radio,unknown,True
1942,Sales Teen,sales teen,unknown,True
1943,First Cool Guy,first cool guy,unknown,True
1944,All Other Guys,all other guys,unknown,True
1945,Second Girl,second girl,unknown,True
1946,Ticket,ticket,unknown,True
1947,Blockhead,blockhead,unknown,True
1948,B-Real,b-real,unknown,True
1949,Sales Kid,sales kid,unknown,True
1950,Sour Kid,sour kid,unknown,True
1951,Many Kids,many kids,unknown,True
1952,Sour Kid #2,sour kid 2,unknown,True
1953,Sour Girl,sour girl,unknown,True
1954,Peter Frampton,peter frampton,unknown,True
1955,Billy Corgan,billy corgan,unknown,True
1956,Sonic Youth,sonic youth,unknown,True
1957,Cypress Hill,cypress hill,unknown,True
1958,Smashing Pumpkins,smashing pumpkins,unknown,True
1959,First Gen-x Kid,first gen-x kid,unknown,True
1960,Second Gen-x Kid,second gen-x kid,unknown,True
1961,Jimmy Chamberlin,jimmy chamberlin,unknown,True
1962,James Iha,james iha,unknown,True
1963,DJ Muggs,dj muggs,unknown,True
1964,London Orchestra Guy,london orchestra guy,unknown,True
1965,FRAMPTON'S GUITAR,framptons guitar,unknown,True
1966,Otto's Left Shoe,ottos left shoe,unknown,True
1967,Otto's Right Shoe,ottos right shoe,unknown,True
1968,Thurston Moore,thurston moore,unknown,True
1969,Steve Shelley,steve shelley,unknown,True
1970,Lee Ranaldo,lee ranaldo,unknown,True
1971,Kim Gordon,kim gordon,unknown,True
1972,Sen-Dog,sen-dog,unknown,True
1973,Ice Cream Truck Supervisor,ice cream truck supervisor,unknown,True
1974,Nerdy Girl,nerdy girl,unknown,True
1975,OTHER NERDY GIRL,other nerdy girl,unknown,True
1976,Pippi Longstocking,pippi longstocking,unknown,True
1977,Eustace Tilley,eustace tilley,unknown,True
1978,Alice,alice,unknown,True
1979,COOL KID VOICE,cool kid voice,unknown,True
1980,COOL GIRL VOICE,cool girl voice,unknown,True
1981,Rick,rick,unknown,True
1982,Erin,erin,unknown,True
1983,Apu II,apu ii,unknown,True
1984,Something,something,unknown,True
1985,'Hulking,shambling figure',unknown,True
1986,Hugo,hugo,unknown,True
1987,Prof. Mini-Frink,prof mini-frink,unknown,True
1988,Notable,notable,unknown,True
1989,Fat Man,fat man,unknown,True
1990,Dole,dole,unknown,True
1991,Committee Staff,committee staff,unknown,True
1992,Clinton,clinton,unknown,True
1993,KODOS-CLINTON,kodos-clinton,unknown,True
1994,KANG-DOLE,kang-dole,unknown,True
1995,Spokesman,spokesman,unknown,True
1996,SECRET SERVICEMAN,secret serviceman,unknown,True
1997,Man In Crowd,man in crowd,unknown,True
1998,Alien Crier,alien crier,unknown,True
1999,Businesswoman,businesswoman,unknown,True
2000,Technicians,technicians,unknown,True
2001,Student In Sunglasses,student in sunglasses,unknown,True
2002,'Milhouse',milhouse,unknown,True
2003,Mr. Doyle,mr doyle,unknown,True
2004,Leg-up Kid,leg-up kid,unknown,True
2005,2nd Leg-up Kid,2nd leg-up kid,unknown,True
2006,3RD LEG-UP KID,3rd leg-up kid,unknown,True
2007,Leg-up Teacher,leg-up teacher,unknown,True
2008,Rest Of Class,rest of class,unknown,True
2009,Mrs. Owl,mrs owl,unknown,True
2010,U.N. Member,un member,unknown,True
2011,2nd U.N. Member,2nd un member,unknown,True
2012,Jumpsuited Guy,jumpsuited guy,unknown,True
2013,Duncan,duncan,unknown,True
2014,Hank Scorpio,hank scorpio,male,False
2015,D'arcy,darcy,female,False
2016,Record/children,recordchildren,unknown,True
2017,Computer,computer,unknown,True
2018,Messenger,messenger,unknown,True
2019,Mall Announcer,mall announcer,unknown,True
2020,Indian #1,indian 1,unknown,True
2021,Indian #2,indian 2,unknown,True
2022,Microchip Voice,microchip voice,unknown,True
2023,Jimbo's Dad,jimbos dad,unknown,True
2024,Dolph's Dad,dolphs dad,unknown,True
2025,Kearney's Dad,kearneys dad,unknown,True
2026,LUCIUS,lucius,unknown,True
2027,Prisoners,prisoners,unknown,True
2028,Questioner #1,questioner 1,unknown,True
2029,Questioner #2,questioner 2,unknown,True
2030,Questioner #3,questioner 3,unknown,True
2031,PAROLE BOARD MEMBERS,parole board members,unknown,True
2032,T-shirt Vendor,t-shirt vendor,unknown,True
2033,Michael Buffer,michael buffer,unknown,True
2034,Fan Man,fan man,unknown,True
2035,Park Ranger,park ranger,unknown,True
2036,Tour Group,tour group,unknown,True
2037,Old Preppie,old preppie,unknown,True
2038,Willy Loman,willy loman,unknown,True
2039,Wealthy Dowager,wealthy dowager,unknown,True
2040,Male Admissions Officer,male admissions officer,unknown,True
2041,Female Admissions Officer,female admissions officer,unknown,True
2042,Costume Shop Clerk,costume shop clerk,unknown,True
2043,Child's Voice,childs voice,unknown,True
2044,Simulated Homer,simulated homer,unknown,True
2045,Starlet,starlet,unknown,True
2046,Sports Announcer,sports announcer,unknown,True
2047,Dancer #1,dancer 1,unknown,True
2048,Rusty,rusty,unknown,True
2049,Bernice Hibbert,bernice hibbert,unknown,True
2050,Dancer #2,dancer 2,unknown,True
2051,BELLE/DANCERS,belledancers,unknown,True
2052,Townsmen Chorus,townsmen chorus,unknown,True
2053,Marge's Dummy,marges dummy,unknown,True
2054,Hibbert Family,hibbert family,unknown,True
2055,'Kearney,jr.',unknown,True
2056,Single Man,single man,unknown,True
2057,Cracker Executive,cracker executive,unknown,True
2058,Chase,chase,unknown,True
2059,Starla,starla,unknown,True
2060,Flashback Homer,flashback homer,unknown,True
2061,Flashback Marge,flashback marge,unknown,True
2062,COMBO FRONTMAN,combo frontman,unknown,True
2063,Bandmembers,bandmembers,unknown,True
2064,Homer's Recording,homers recording,unknown,True
2065,Milhouse's Thoughts,milhouses thoughts,unknown,True
2066,Paramedic,paramedic,unknown,True
2067,Nelson's Brain,nelsons brain,unknown,True
2068,National Guardsman,national guardsman,unknown,True
2069,Main Title Singers,main title singers,unknown,True
2070,Prison Officials,prison officials,unknown,True
2071,Citizens,citizens,unknown,True
2072,Older Nurse,older nurse,unknown,True
2073,Young Ned,young ned,unknown,True
2074,Young Dr. Foster,young dr foster,unknown,True
2075,'Nedward Flanders,sr.',unknown,True
2076,Mona Flanders,mona flanders,unknown,True
2077,Crazy Man,crazy man,unknown,True
2078,Jay Sherman,jay sherman,unknown,True
2079,Various Onlookers,various onlookers,unknown,True
2080,Coyote,coyote,unknown,True
2081,Furniture Salesman,furniture salesman,unknown,True
2082,First Mate,first mate,unknown,True
2083,Leonard Nimoy,leonard nimoy,unknown,True
2084,Video Arcade Man,video arcade man,unknown,True
2085,Kevin Costner Voice,kevin costner voice,unknown,True
2086,Guilty Man,guilty man,unknown,True
2087,Fox Mulder,fox mulder,unknown,True
2088,Dana Scully,dana scully,unknown,True
2089,Alf,alf,unknown,True
2090,MARVIN-THE-MARTIAN-TYPE,marvin-the-martian-type,unknown,True
2091,Whale,whale,unknown,True
2092,Frog #1,frog 1,unknown,True
2093,Frog #2,frog 2,unknown,True
2094,Frog #3,frog 3,unknown,True
2095,alligator,alligator,unknown,True
2096,Hot Dog Stand Guy,hot dog stand guy,unknown,True
2097,SMITHERS',smithers,unknown,True
2098,NICK RIVIERA,nick riviera,unknown,True
2099,Motivational Man,motivational man,unknown,True
2100,Picture Man,picture man,unknown,True
2101,Pita Saleswoman,pita saleswoman,unknown,True
2102,Investorettes,investorettes,unknown,True
2103,Frank Ormand,frank ormand,unknown,True
2104,1st Sportscaster,1st sportscaster,unknown,True
2105,Entire Stadium,entire stadium,unknown,True
2106,2nd Sportscaster,2nd sportscaster,unknown,True
2107,Mobster,mobster,unknown,True
2108,Little Yakuza,little yakuza,unknown,True
2109,Yakuza,yakuza,unknown,True
2110,1st Panicked Employee,1st panicked employee,unknown,True
2111,2nd Panicked Employee,2nd panicked employee,unknown,True
2112,Ranger,ranger,unknown,True
2113,Smokey Bear,smokey bear,unknown,True
2114,Smithers's Echo,smitherss echo,unknown,True
2115,John Muir,john muir,unknown,True
2116,Drunk Man,drunk man,unknown,True
2117,McFadden,mcfadden,unknown,True
2118,Dr. Foster,dr foster,male,False
2119,Belle,belle,female,False
2120,Mr. Burns's Thoughts,mr burnss thoughts,unknown,True
2121,Family,family,unknown,True
2122,FORD,ford,unknown,True
2123,Older Woman,older woman,unknown,True
2124,Elderly Woman,elderly woman,unknown,True
2125,Nanny,nanny,unknown,True
2126,Fidgety Lieutenant,fidgety lieutenant,unknown,True
2127,'Quentin Tarantino',quentin tarantino,unknown,True
2128,Moderator,moderator,unknown,True
2129,Writer #1,writer 1,unknown,True
2130,Writer #3,writer 3,unknown,True
2131,Writing Staff,writing staff,unknown,True
2132,Head Animator,head animator,unknown,True
2133,Roy,roy,unknown,True
2134,David Cohen,david cohen,unknown,True
2135,Sound Engineer,sound engineer,unknown,True
2136,June,june,unknown,True
2137,Nerd In Audience,nerd in audience,unknown,True
2138,Theme Singers,theme singers,unknown,True
2139,Very Deep Voice,very deep voice,unknown,True
2140,Poochie,poochie,unknown,True
2141,Hip Saleswoman,hip saleswoman,unknown,True
2142,100 Workers,100 workers,unknown,True
2143,Buffed Worker,buffed worker,unknown,True
2144,Worker In Crowd,worker in crowd,unknown,True
2145,Convicts,convicts,unknown,True
2146,Fat Convict,fat convict,unknown,True
2147,Sideshow Bob's Brain,sideshow bobs brain,unknown,True
2148,1986 Cecil,1986 cecil,unknown,True
2149,1986 BOB,1986 bob,unknown,True
2150,1986 Krusty,1986 krusty,unknown,True
2151,EVERYONE BUT BOB AND CECIL,everyone but bob and cecil,unknown,True
2152,Cousin Merl,cousin merl,unknown,True
2153,Man In Lower Outhouse,man in lower outhouse,unknown,True
2154,Comedy Nurse,comedy nurse,unknown,True
2155,Distressed Yuppie,distressed yuppie,unknown,True
2156,Young Italian Man #1,young italian man 1,unknown,True
2157,Limo Driver,limo driver,unknown,True
2158,Emergency Operator,emergency operator,unknown,True
2159,Irish Cops,irish cops,unknown,True
2160,Drunken Revelers,drunken revelers,unknown,True
2161,Shocked Old Woman,shocked old woman,unknown,True
2162,Bar Crowd,bar crowd,unknown,True
2163,Temperance Women,temperance women,unknown,True
2164,Very Old Clerk,very old clerk,unknown,True
2165,Councilmen,councilmen,unknown,True
2166,Head Of Duff,head of duff,unknown,True
2167,Quimby's Aide,quimbys aide,unknown,True
2168,'HOMER,marge and bart',unknown,True
2169,Helpful Clerk,helpful clerk,unknown,True
2170,Voice In Crowd,voice in crowd,unknown,True
2171,Magician,magician,unknown,True
2172,Cafeteria Worker,cafeteria worker,unknown,True
2173,Computerized Japanese Voice,computerized japanese voice,unknown,True
2174,Laddie,laddie,unknown,True
2175,Credit Representative,credit representative,unknown,True
2176,Repo Goon #2,repo goon 2,unknown,True
2177,Heiress,heiress,unknown,True
2178,Lumley,lumley,unknown,True
2179,Distant Voice,distant voice,unknown,True
2180,FIRE-STOKER,fire-stoker,unknown,True
2181,Tommy,tommy,unknown,True
2182,Mitchell,mitchell,unknown,True
2183,Stockbroker,stockbroker,unknown,True
2184,ADVISORS & SMITHERS,advisors smithers,unknown,True
2185,Real Estate Agent,real estate agent,unknown,True
2186,Bret 'The Hitman' Hart,bret the hitman hart,unknown,True
2187,Shrieking Sheik,shrieking sheik,unknown,True
2188,Activity Coordinator,activity coordinator,unknown,True
2189,Female Resident,female resident,unknown,True
2190,Male Resident,male resident,unknown,True
2191,Several Residents,several residents,unknown,True
2192,Hospital Intercom,hospital intercom,unknown,True
2193,Test Blast Announcer,test blast announcer,unknown,True
2194,Nearby Patient,nearby patient,unknown,True
2195,P.A. SYSTEM,pa system,unknown,True
2196,Young Flanders,young flanders,unknown,True
2197,Young Lovejoy,young lovejoy,unknown,True
2198,Japanese Worker #1,japanese worker 1,unknown,True
2199,St. Eleutherius,st eleutherius,unknown,True
2200,St. Bartholomew,st bartholomew,unknown,True
2201,St. Lucian,st lucian,unknown,True
2202,St. Donickus,st donickus,unknown,True
2203,Japanese Businessman,japanese businessman,unknown,True
2204,Mr. Sparkle,mr sparkle,unknown,True
2205,UNDERWATER GIRLS #1 & #2,underwater girls 1 2,unknown,True
2206,UNDERWATER GIRL #3,underwater girl 3,unknown,True
2207,Sumo Wrestlers,sumo wrestlers,unknown,True
2208,Japanese Announcer,japanese announcer,unknown,True
2209,Donny,donny,unknown,True
2210,Baboon,baboon,unknown,True
2211,Japanese Tourist,japanese tourist,unknown,True
2212,Zookeeper,zookeeper,unknown,True
2213,Baboons,baboons,unknown,True
2214,City Employee,city employee,unknown,True
2215,Portly Chef,portly chef,unknown,True
2216,Big Daddy,big daddy,unknown,True
2217,Scary Huge-headed Figure,scary huge-headed figure,unknown,True
2218,Betty,betty,unknown,True
2219,Cecil Terwilliger,cecil terwilliger,male,False
2220,SHARY,shary,female,False
2221,Rex Banner,rex banner,male,False
2222,BETTY & MOE,betty moe,unknown,True
2223,MOE & BETTY,moe betty,unknown,True
2224,Tim Conway,tim conway,unknown,True
2225,Ozmodiar,ozmodiar,unknown,True
2226,OSMODIAR AND TROY,osmodiar and troy,unknown,True
2227,Adlai Stevenson,adlai stevenson,unknown,True
2228,Parrots,parrots,unknown,True
2229,Cadet,cadet,unknown,True
2230,Cadet Larsen,cadet larsen,unknown,True
2231,Cadet Franklin,cadet franklin,unknown,True
2232,Cadet Platt,cadet platt,unknown,True
2233,Cadets,cadets,unknown,True
2234,CADET ANDERSEN,cadet andersen,unknown,True
2235,Cadet Anderson,cadet anderson,unknown,True
2236,Cheerleaders,cheerleaders,unknown,True
2237,Hasidic Man,hasidic man,unknown,True
2238,Immigrants,immigrants,unknown,True
2239,OFFICE WORKER IN TOWER ONE,office worker in tower one,unknown,True
2240,OFFICE WORKER IN TOWER TWO,office worker in tower two,unknown,True
